key,name,description,icon,rarity,affinity,breed,shard_item,unique_command,habit_slot_1_key,habit_slot_1_name,habit_slot_2_key,habit_slot_2_name,habit_slot_3_key,habit_slot_3_name,habit_slot_4_key,habit_slot_4_name,habit_slot_5_key,habit_slot_5_name,habit_slot_6_key,habit_slot_6_name
dragon_nodedefender_spwn_scorpion_beta,Scorpions,"Though their sting is not as vile as the Manticore's, treading on a den of these venomous creatures is always a danger when traversing the deserts of Dorne.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Scorpion.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_spwn_scorpion_01,,,,,,,,,,,,
dragon_nodedefender_spwn_scorpion_charlie,Scorpions,"Though their sting is not as vile as the Manticore's, treading on a den of these venomous creatures is always a danger when traversing the deserts of Dorne.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Scorpion.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_spwn_scorpion_01,,,,,,,,,,,,
dragon_nodedefender_spwn_shadowcat_alpha,Shadowcats,"Some say these silent night-stalkers can smell blood from six miles away, and will drink the marrow from your bones.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Shadowcat.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_shadowcat_01,,,,,,,,,,,,
dragon_nodedefender_spwn_shadowcat_beta,Shadowcats,"Some say these silent night-stalkers can smell blood from six miles away, and will drink the marrow from your bones.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Shadowcat.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_shadowcat_01,,,,,,,,,,,,
dragon_nodedefender_spwn_shadowcat_charlie,Shadowcats,"Some say these silent night-stalkers can smell blood from six miles away, and will drink the marrow from your bones.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Shadowcat.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_shadowcat_01,,,,,,,,,,,,
dragon_nodedefender_spwn_aurochs_alpha,Aurochs,"Massive and ill-tempered, these ancient beasts roam the wilds like walking siege engines. With horns like battering rams, an enraged aurochs can trample a warhorse and scatter armed men.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
This is a type of <style=""Inline_Bold"">Encounter</style>. Encounters are powerful enemies that appear on the map. Defeat them using your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style>, a special energy that regenerates over time or can be bought. 

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple fights—or armies—to bring down.",Icon_Spwn_Thumb_Aurochs.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_aurochs_01,,,,,,,,,,,,
dragon_nodedefender_spwn_aurochs_beta,Aurochs,"Massive and ill-tempered, these ancient beasts roam the wilds like walking siege engines. With horns like battering rams, an enraged aurochs can trample a warhorse and scatter armed men.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
This is a type of <style=""Inline_Bold"">Encounter</style>. Encounters are powerful enemies that appear on the map. Defeat them using your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style>, a special energy that regenerates over time or can be bought. 

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple fights—or armies—to bring down.",Icon_Spwn_Thumb_Aurochs.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_aurochs_01,,,,,,,,,,,,
dragon_nodedefender_spwn_aurochs_charlie,Aurochs,"Massive and ill-tempered, these ancient beasts roam the wilds like walking siege engines. With horns like battering rams, an enraged aurochs can trample a warhorse and scatter armed men.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
This is a type of <style=""Inline_Bold"">Encounter</style>. Encounters are powerful enemies that appear on the map. Defeat them using your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style>, a special energy that regenerates over time or can be bought. 

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple fights—or armies—to bring down.",Icon_Spwn_Thumb_Aurochs.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_aurochs_01,,,,,,,,,,,,
dragon_nodedefender_spwn_rivermen_alpha,Rivermen,"Tough folk of the Riverlands, raised on mud, war, and floodwaters. They know every ford and bend, and will defend their lands with bow and blade.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Rivermen.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_rivermen_01,habit_pve_spwn_rivermen_slot1_01,River’s Snare,,,,,,,,,,
dragon_nodedefender_spwn_rivermen_beta,Rivermen,"Tough folk of the Riverlands, raised on mud, war, and floodwaters. They know every ford and bend, and will defend their lands with bow and blade.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Rivermen.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_rivermen_01,habit_pve_spwn_rivermen_slot1_01,River’s Snare,,,,,,,,,,
dragon_nodedefender_spwn_rivermen_charlie,Rivermen,"Tough folk of the Riverlands, raised on mud, war, and floodwaters. They know every ford and bend, and will defend their lands with bow and blade.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Rivermen.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_rivermen_01,habit_pve_spwn_rivermen_slot1_01,River’s Snare,,,,,,,,,,
dragon_nodedefender_spwn_dornishspearmen_alpha,Dornish Raider,"Disciplined and deadly, these warriors strike fast under the desert sun. Lightly armored but unrelenting, a Dornish spear can pierce both mail and pride.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_DornishRaider.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_dornishspearmen_01,,,,,,,,,,,,
dragon_nodedefender_spwn_dornishspearmen_beta,Dornish Raider,"Disciplined and deadly, these warriors strike fast under the desert sun. Lightly armored but unrelenting, a Dornish spear can pierce both mail and pride.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_DornishRaider.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_dornishspearmen_01,,,,,,,,,,,,
dragon_nodedefender_spwn_dornishspearmen_charlie,Dornish Raider,"Disciplined and deadly, these warriors strike fast under the desert sun. Lightly armored but unrelenting, a Dornish spear can pierce both mail and pride.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_DornishRaider.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_dornishspearmen_01,,,,,,,,,,,,
dragon_nodedefender_spwn_goldcloaks_alpha,Gold Cloaks,"The City Watch of King’s Landing, sworn to uphold the King’s peace—though their loyalty is often bought in gold, not honor. Their blades keep order… for a price.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_GoldCloak.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_goldcloaks_01,,,,,,,,,,,,
dragon_nodedefender_spwn_goldcloaks_beta,Gold Cloaks,"The City Watch of King’s Landing, sworn to uphold the King’s peace—though their loyalty is often bought in gold, not honor. Their blades keep order… for a price.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_GoldCloak.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_goldcloaks_01,,,,,,,,,,,,
dragon_nodedefender_spwn_goldcloaks_charlie,Gold Cloaks,"The City Watch of King’s Landing, sworn to uphold the King’s peace—though their loyalty is often bought in gold, not honor. Their blades keep order… for a price.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack, and defeating an Encounter does not grant tile ownership.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_GoldCloak.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_goldcloaks_01,,,,,,,,,,,,
dragon_nodedefender_spwn_outlaw_alpha,Outlaws,"A typical group of bandits, armed with desperation and steel. All too common in these troubled times, they prey on the weak and thrive in the chaos of war-torn roads and unguarded villages.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Outlaw.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_outlaw_01,,,,,,,,,,,,
dragon_nodedefender_spwn_outlaw_beta,Outlaws,"A typical group of bandits, armed with desperation and steel. All too common in these troubled times, they prey on the weak and thrive in the chaos of war-torn roads and unguarded villages.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Outlaw.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_outlaw_01,,,,,,,,,,,,
dragon_nodedefender_spwn_outlaw_charlie,Outlaws,"A typical group of bandits, armed with desperation and steel. All too common in these troubled times, they prey on the weak and thrive in the chaos of war-torn roads and unguarded villages.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Outlaw.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_outlaw_01,,,,,,,,,,,,
dragon_nodedefender_spwn_wildlings_alpha,Wildlings,"Free folk of the far North, beyond the Wall. Fierce and untamed, they raid south in bands, driven by hunger, hatred, or the promise of softer lands.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Wildling.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_wildlings_01,habit_pve_spwn_wildlings_slot1_01,Savage Uprising,,,,,,,,,,
dragon_nodedefender_spwn_wildlings_beta,Wildlings,"Free folk of the far North, beyond the Wall. Fierce and untamed, they raid south in bands, driven by hunger, hatred, or the promise of softer lands.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Wildling.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_wildlings_01,habit_pve_spwn_wildlings_slot1_01,Savage Uprising,,,,,,,,,,
dragon_nodedefender_spwn_wildlings_charlie,Wildlings,"Free folk of the far North, beyond the Wall. Fierce and untamed, they raid south in bands, driven by hunger, hatred, or the promise of softer lands.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Wildling.png,rarity_dragon_spawnable_stamina,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_wildlings_01,habit_pve_spwn_wildlings_slot1_01,Savage Uprising,,,,,,,,,,
dragon_nodedefender_spwn_hedgeknights_alpha,Hedge Knights,"Sworn to no lord, loyal to coin or cause. Some seek honor, others plunder. All wear their spurs but not all deserve them.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_HedgeKnight.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_hedgeknights_01,,,,,,,,,,,,
dragon_nodedefender_spwn_hedgeknights_beta,Hedge Knights,"Sworn to no lord, loyal to coin or cause. Some seek honor, others plunder. All wear their spurs but not all deserve them.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_HedgeKnight.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_hedgeknights_01,,,,,,,,,,,,
dragon_nodedefender_spwn_hedgeknights_charlie,Hedge Knights,"Sworn to no lord, loyal to coin or cause. Some seek honor, others plunder. All wear their spurs but not all deserve them.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_HedgeKnight.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_hedgeknights_01,,,,,,,,,,,,
dragon_nodedefender_spwn_coyote_alpha,Coyotes,"Lean, cunning, and always hungry, coyotes hunt in packs and strike without warning. Their howls echo through the hills at dusk—an omen of something about to die. Quick to flee, quicker to kill.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Coyote.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_coyote_01,,,,,,,,,,,,
dragon_nodedefender_spwn_coyote_beta,Coyotes,"Lean, cunning, and always hungry, coyotes hunt in packs and strike without warning. Their howls echo through the hills at dusk—an omen of something about to die. Quick to flee, quicker to kill.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Coyote.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_coyote_01,,,,,,,,,,,,
dragon_nodedefender_spwn_coyote_charlie,Coyotes,"Lean, cunning, and always hungry, coyotes hunt in packs and strike without warning. Their howls echo through the hills at dusk—an omen of something about to die. Quick to flee, quicker to kill.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Coyote.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_coyote_01,,,,,,,,,,,,
